Date,Rain
16-01-2015,319
17-01-2015,3221
18-01-2015,277
19-01-2015,259
20-01-2015,243
21-01-2015,227
22-01-2015,212
23-01-2015,207
24-01-2015,206
25-01-2015,205
26-01-2015,208
27-01-2015,212
28-01-2015,217
29-01-2015,224
30-01-2015,229
31-01-2015,232
01-02-2015,235
02-02-2015,236
03-02-2015,236
04-02-2015,234
05-02-2015,230
06-02-2015,229
07-02-2015,224
08-02-2015,219
09-02-2015,216
10-02-2015,218
11-02-2015,235
12-02-2015,252
13-02-2015,265
14-02-2015,274
15-02-2015,282
16-02-2015,289
17-02-2015,294
18-02-2015,298
19-02-2015,298
20-02-2015,294
21-02-2015,289
22-02-2015,283
23-02-2015,275
24-02-2015,268
25-02-2015,261
26-02-2015,252
27-02-2015,244
28-02-2015,235
01-03-2015,235
02-03-2015,239
03-03-2015,240
04-03-2015,238
05-03-2015,235
06-03-2015,231
07-03-2015,229
08-03-2015,221
09-03-2015,206
10-03-2015,192
11-03-2015,181
12-03-2015,165
13-03-2015,158
14-03-2015,162
15-03-2015,169
16-03-2015,175
17-03-2015,180
18-03-2015,180
19-03-2015,171
20-03-2015,156
21-03-2015,140
22-03-2015,127
23-03-2015,113
24-03-2015,107
25-03-2015,102
26-03-2015,98
27-03-2015,94
28-03-2015,90
29-03-2015,86
30-03-2015,83
31-03-2015,80
01-04-2015,77
02-04-2015,74
03-04-2015,73
04-04-2015,72
05-04-2015,70
06-04-2015,69
07-04-2015,68
08-04-2015,67
09-04-2015,66
10-04-2015,65
11-04-2015,64
12-04-2015,63
13-04-2015,61
14-04-2015,69
15-04-2015,103
16-04-2015,146
17-04-2015,196
18-04-2015,250
19-04-2015,307
20-04-2015,328
21-04-2015,341
22-04-2015,353
23-04-2015,362
24-04-2015,368
25-04-2015,360
26-04-2015,319
27-04-2015,276
28-04-2015,232
29-04-2015,197
30-04-2015,164
01-05-2015,155
02-05-2015,153
03-05-2015,155
04-05-2015,153
05-05-2015,151
06-05-2015,150
07-05-2015,148
08-05-2015,146
09-05-2015,144
10-05-2015,142
11-05-2015,141
12-05-2015,139
13-05-2015,137
14-05-2015,135
15-05-2015,133
16-05-2015,131
17-05-2015,129
18-05-2015,127
19-05-2015,125
20-05-2015,123
21-05-2015,121
22-05-2015,119
23-05-2015,117
24-05-2015,115
25-05-2015,113
26-05-2015,111
27-05-2015,109
28-05-2015,107
29-05-2015,105
30-05-2015,103
31-05-2015,101
01-06-2015,98
02-06-2015,96
03-06-2015,96
04-06-2015,94
05-06-2015,92
06-06-2015,103
07-06-2015,119
08-06-2015,134
09-06-2015,150
10-06-2015,164
11-06-2015,171
12-06-2015,173
13-06-2015,173
14-06-2015,172
15-06-2015,170
16-06-2015,166
17-06-2015,160
18-06-2015,153
19-06-2015,143
20-06-2015,133
21-06-2015,123
22-06-2015,116
23-06-2015,108
24-06-2015,102
25-06-2015,96
26-06-2015,88
27-06-2015,86
28-06-2015,85
29-06-2015,83
30-06-2015,82
01-07-2015,80
02-07-2015,78
03-07-2015,76
04-07-2015,75
05-07-2015,73
06-07-2015,71
07-07-2015,69
08-07-2015,67
09-07-2015,66
10-07-2015,64
11-07-2015,64
12-07-2015,63
13-07-2015,61
14-07-2015,60
15-07-2015,59
16-07-2015,57
17-07-2015,56
18-07-2015,54
19-07-2015,53
20-07-2015,51
21-07-2015,50
22-07-2015,48
23-07-2015,50
24-07-2015,51
25-07-2015,53
26-07-2015,52
27-07-2015,55
28-07-2015,56
29-07-2015,55
30-07-2015,54
31-07-2015,53
01-08-2015,52
02-08-2015,51
03-08-2015,50
04-08-2015,49
05-08-2015,55
06-08-2015,54
07-08-2015,53
08-08-2015,53
09-08-2015,53
10-08-2015,53
11-08-2015,55
12-08-2015,55
13-08-2015,55
14-08-2015,55
15-08-2015,55
16-08-2015,54
17-08-2015,54
18-08-2015,54
19-08-2015,54
20-08-2015,53
21-08-2015,56
22-08-2015,58
23-08-2015,60
24-08-2015,60
25-08-2015,60
26-08-2015,60
27-08-2015,60
28-08-2015,60
29-08-2015,59
30-08-2015,59
31-08-2015,59
01-09-2015,59
02-09-2015,59
03-09-2015,59
04-09-2015,59
05-09-2015,58
06-09-2015,58
07-09-2015,58
08-09-2015,58
09-09-2015,57
10-09-2015,57
11-09-2015,57
12-09-2015,56
13-09-2015,55
14-09-2015,54
15-09-2015,54
16-09-2015,53
17-09-2015,53
18-09-2015,52
19-09-2015,52
20-09-2015,50
21-09-2015,55
22-09-2015,55
23-09-2015,55
24-09-2015,55
25-09-2015,54
26-09-2015,54
27-09-2015,53
28-09-2015,53
29-09-2015,59
30-09-2015,59
01-10-2015,59
02-10-2015,58
03-10-2015,63
04-10-2015,63
05-10-2015,63
06-10-2015,63
07-10-2015,62
08-10-2015,68
09-10-2015,70
10-10-2015,75
11-10-2015,82
12-10-2015,82
13-10-2015,81
14-10-2015,81
15-10-2015,80
16-10-2015,80
17-10-2015,79
18-10-2015,79
19-10-2015,77
20-10-2015,77
21-10-2015,76
22-10-2015,76
23-10-2015,75
24-10-2015,75
25-10-2015,73
26-10-2015,73
27-10-2015,72
28-10-2015,72
29-10-2015,71
30-10-2015,71
31-10-2015,71
01-11-2015,70
02-11-2015,71
03-11-2015,71
04-11-2015,77
05-11-2015,77
06-11-2015,76
07-11-2015,76
08-11-2015,76
09-11-2015,122
10-11-2015,160
11-11-2015,204
12-11-2015,536
13-11-2015,989
14-11-2015,1436
15-11-2015,1626
16-11-2015,2044
17-11-2015,2823
18-11-2015,2478
19-11-2015,2755
20-11-2015,2745
21-11-2015,2730
22-11-2015,2748
23-11-2015,2727
24-11-2015,2792
25-11-2015,2669
26-11-2015,2627
27-11-2015,2669
28-11-2015,2715
29-11-2015,2745
30-11-2015,2681
01-12-2015,2745
02-12-2015,2807
03-12-2015,2669
04-12-2015,2669
05-12-2015,2609
06-12-2015,2521
07-12-2015,2323
08-12-2015,2507
09-12-2015,2595
10-12-2015,2521
11-12-2015,2636
12-12-2015,2807
13-12-2015,2905
14-12-2015,2966
15-12-2015,3005
16-12-2015,3022
17-12-2015,3028
18-12-2015,3028
19-12-2015,3064
20-12-2015,3061
21-12-2015,3061
22-12-2015,3064
23-12-2015,3061
24-12-2015,3061
25-12-2015,3077
26-12-2015,3087
27-12-2015,3095
28-12-2015,3101
29-12-2015,3104
30-12-2015,3108
31-12-2015,3111
01-01-2016,3114
02-01-2016,3118
03-01-2016,3121
04-01-2016,3124
05-01-2016,3128
06-01-2016,3131
07-01-2016,3135
08-01-2016,3159
09-01-2016,3159
10-01-2016,3159
11-01-2016,3167
12-01-2016,3175
13-01-2016,3186
14-01-2016,3194
15-01-2016,3213
16-01-2016,3213
17-01-2016,3221
18-01-2016,3231
19-01-2016,3231
20-01-2016,3231
21-01-2016,3224
22-01-2016,3186
23-01-2016,3159
24-01-2016,3111
25-01-2016,3064
26-01-2016,3015
27-01-2016,2960
28-01-2016,2896
29-01-2016,2832
30-01-2016,2767
31-01-2016,2696
01-02-2016,2627
02-02-2016,2559
03-02-2016,2489
04-02-2016,2424
05-02-2016,2365
06-02-2016,2304
07-02-2016,2255
08-02-2016,2190
09-02-2016,2155
10-02-2016,2150
11-02-2016,2145
12-02-2016,2140
13-02-2016,2137
14-02-2016,2137
15-02-2016,2127
16-02-2016,2121
17-02-2016,2116
18-02-2016,2111
19-02-2016,2106
20-02-2016,2100
21-02-2016,2095
22-02-2016,2090
23-02-2016,2085
24-02-2016,2080
25-02-2016,2074
26-02-2016,2069
27-02-2016,2064
28-02-2016,2059
29-02-2016,2054
01-03-2016,2049
02-03-2016,2044
03-03-2016,2039
04-03-2016,2033
05-03-2016,2028
06-03-2016,2023
07-03-2016,2018
08-03-2016,2013
09-03-2016,2008
10-03-2016,2003
11-03-2016,1998
12-03-2016,1993
13-03-2016,1990
14-03-2016,1988
15-03-2016,1983
16-03-2016,1978
17-03-2016,1975
18-03-2016,1973
19-03-2016,1968
20-03-2016,1965
21-03-2016,1960
22-03-2016,1958
23-03-2016,1953
24-03-2016,1948
25-03-2016,1948
26-03-2016,1938
27-03-2016,1933
28-03-2016,1928
29-03-2016,1923
30-03-2016,1918
31-03-2016,1916
01-04-2016,1911
02-04-2016,1906
03-04-2016,1901
04-04-2016,1896
05-04-2016,1891
06-04-2016,1886
07-04-2016,1882
08-04-2016,1877
09-04-2016,1872
10-04-2016,1867
11-04-2016,1862
12-04-2016,1857
13-04-2016,1853
14-04-2016,1853
15-04-2016,1843
16-04-2016,1838
17-04-2016,1838
18-04-2016,1829
19-04-2016,1829
20-04-2016,1746
21-04-2016,1698
22-04-2016,1651
23-04-2016,1651
24-04-2016,1557
25-04-2016,1510
26-04-2016,1489
27-04-2016,1438
28-04-2016,1387
29-04-2016,1338
30-04-2016,1288
01-05-2016,1239
02-05-2016,1190
03-05-2016,1142
04-05-2016,1095
05-05-2016,1048
06-05-2016,1001
07-05-2016,954
08-05-2016,930
09-05-2016,927
10-05-2016,924
11-05-2016,919
12-05-2016,917
13-05-2016,914
14-05-2016,911
15-05-2016,911
16-05-2016,905
17-05-2016,902
18-05-2016,917
19-05-2016,1079
20-05-2016,1111
21-05-2016,1111
22-05-2016,1107
23-05-2016,1103
24-05-2016,1100
25-05-2016,1096
26-05-2016,1092
27-05-2016,1088
28-05-2016,1084
29-05-2016,1079
30-05-2016,1074
31-05-2016,1070
01-06-2016,1065
02-06-2016,1062
03-06-2016,1057
04-06-2016,1054
05-06-2016,1050
06-06-2016,1045
07-06-2016,1042
08-06-2016,1038
09-06-2016,1038
10-06-2016,1035
11-06-2016,1030
12-06-2016,1026
13-06-2016,1021
14-06-2016,1018
15-06-2016,1014
16-06-2016,1010
17-06-2016,1007
18-06-2016,1004
19-06-2016,999
20-06-2016,999
21-06-2016,999
22-06-2016,1029
23-06-2016,1039
24-06-2016,1041
25-06-2016,1041
26-06-2016,1036
27-06-2016,1033
28-06-2016,1029
29-06-2016,1026
30-06-2016,1021
01-07-2016,1018
02-07-2016,1015
03-07-2016,1013
04-07-2016,1010
05-07-2016,1013
06-07-2016,1010
07-07-2016,1007
08-07-2016,1004
09-07-2016,982
10-07-2016,950
11-07-2016,917
12-07-2016,884
13-07-2016,851
14-07-2016,818
15-07-2016,825
16-07-2016,805
17-07-2016,776
18-07-2016,744
19-07-2016,715
20-07-2016,682
21-07-2016,649
22-07-2016,615
23-07-2016,582
24-07-2016,549
25-07-2016,517
26-07-2016,514
27-07-2016,536
28-07-2016,559
29-07-2016,578
30-07-2016,597
31-07-2016,617
01-08-2016,643
02-08-2016,662
03-08-2016,662
04-08-2016,662
05-08-2016,662
06-08-2016,660
07-08-2016,656
08-08-2016,653
09-08-2016,650
10-08-2016,648
11-08-2016,644
12-08-2016,641
13-08-2016,639
14-08-2016,635
15-08-2016,632
16-08-2016,628
17-08-2016,626
18-08-2016,623
19-08-2016,620
20-08-2016,617
21-08-2016,613
22-08-2016,609
23-08-2016,605
24-08-2016,601
25-08-2016,597
26-08-2016,593
27-08-2016,589
28-08-2016,584
29-08-2016,580
30-08-2016,577
31-08-2016,573
01-09-2016,569
02-09-2016,565
03-09-2016,561
04-09-2016,556
05-09-2016,553
06-09-2016,549
07-09-2016,545
08-09-2016,541
09-09-2016,536
10-09-2016,533
11-09-2016,529
12-09-2016,525
13-09-2016,520
14-09-2016,517
15-09-2016,509
16-09-2016,522
17-09-2016,522
18-09-2016,512
19-09-2016,500
20-09-2016,488
21-09-2016,476
22-09-2016,460
23-09-2016,444
24-09-2016,428
25-09-2016,412
26-09-2016,393
27-09-2016,372
28-09-2016,337
29-09-2016,314
30-09-2016,305
01-10-2016,285
02-10-2016,265
03-10-2016,246
04-10-2016,228
05-10-2016,212
06-10-2016,197
07-10-2016,172
08-10-2016,172
09-10-2016,161
10-10-2016,151
11-10-2016,142
12-10-2016,135
13-10-2016,129
14-10-2016,123
15-10-2016,117
16-10-2016,111
17-10-2016,105
18-10-2016,99
19-10-2016,93
20-10-2016,87
21-10-2016,90
22-10-2016,95
23-10-2016,162
24-10-2016,134
25-10-2016,163
26-10-2016,179
27-10-2016,191
28-10-2016,202
29-10-2016,213
30-10-2016,223
31-10-2016,229
01-11-2016,229
02-11-2016,229
03-11-2016,243
04-11-2016,250
05-11-2016,250
06-11-2016,246
07-11-2016,231
08-11-2016,215
09-11-2016,199
10-11-2016,183
11-11-2016,167
12-11-2016,152
13-11-2016,139
14-11-2016,129
15-11-2016,119
16-11-2016,110
17-11-2016,104
18-11-2016,100
19-11-2016,95
20-11-2016,91
21-11-2016,87
22-11-2016,83
23-11-2016,80
24-11-2016,77
25-11-2016,74
26-11-2016,71
27-11-2016,74
28-11-2016,101
29-11-2016,131
30-11-2016,163
01-12-2016,194
02-12-2016,243
03-12-2016,285
04-12-2016,319
05-12-2016,347
06-12-2016,363
07-12-2016,376
08-12-2016,389
09-12-2016,404
10-12-2016,416
11-12-2016,425
12-12-2016,436
13-12-2016,528
14-12-2016,597
15-12-2016,630
16-12-2016,649
17-12-2016,649
18-12-2016,658
19-12-2016,660
20-12-2016,660
21-12-2016,657
22-12-2016,653
23-12-2016,649
24-12-2016,645
25-12-2016,641
26-12-2016,637
27-12-2016,633
28-12-2016,630
29-12-2016,627
30-12-2016,624
31-12-2016,620
01-01-2017,617
02-01-2017,613
03-01-2017,609
04-01-2017,605
05-01-2017,1018
06-01-2017,597
07-01-2017,593
08-01-2017,589
09-01-2017,586
10-01-2017,582
11-01-2017,578
12-01-2017,574
13-01-2017,570
14-01-2017,566
15-01-2017,563
16-01-2017,560
17-01-2017,556
18-01-2017,553
19-01-2017,550
20-01-2017,546
21-01-2017,546
22-01-2017,551
23-01-2017,558
24-01-2017,569
25-01-2017,583
26-01-2017,603
27-01-2017,626
28-01-2017,649
29-01-2017,660
30-01-2017,683
31-01-2017,703
01-02-2017,724
02-02-2017,736
03-02-2017,749
04-02-2017,749
05-02-2017,749
06-02-2017,778
07-02-2017,785
08-02-2017,791
09-02-2017,796
10-02-2017,799
11-02-2017,797
12-02-2017,797
13-02-2017,796
14-02-2017,797
15-02-2017,798
16-02-2017,804
17-02-2017,815
18-02-2017,815
19-02-2017,837
20-02-2017,842
21-02-2017,842
22-02-2017,840
23-02-2017,833
24-02-2017,833
25-02-2017,835
26-02-2017,835
27-02-2017,825
28-02-2017,818
01-03-2017,799
02-03-2017,789
03-03-2017,775
04-03-2017,759
05-03-2017,740
06-03-2017,721
07-03-2017,703
08-03-2017,683
09-03-2017,662
10-03-2017,641
11-03-2017,620
12-03-2017,595
13-03-2017,569
14-03-2017,549
15-03-2017,528
16-03-2017,507
17-03-2017,488
18-03-2017,466
19-03-2017,441
20-03-2017,416
21-03-2017,391
22-03-2017,366
23-03-2017,342
24-03-2017,317
25-03-2017,292
26-03-2017,269
27-03-2017,248
28-03-2017,225
29-03-2017,204
30-03-2017,185
31-03-2017,170
01-04-2017,160
02-04-2017,146
03-04-2017,134
04-04-2017,125
05-04-2017,118
06-04-2017,112
07-04-2017,110
08-04-2017,107
09-04-2017,105
10-04-2017,103
11-04-2017,100
12-04-2017,98
13-04-2017,96
14-04-2017,94
15-04-2017,92
16-04-2017,90
17-04-2017,88
18-04-2017,86
19-04-2017,84
20-04-2017,82
21-04-2017,80
22-04-2017,78
23-04-2017,76
24-04-2017,74
25-04-2017,71
26-04-2017,69
27-04-2017,67
28-04-2017,64
29-04-2017,62
30-04-2017,60
01-05-2017,58
02-05-2017,57
03-05-2017,56
04-05-2017,55
05-05-2017,54
06-05-2017,53
07-05-2017,52
08-05-2017,51
09-05-2017,50
10-05-2017,54
11-05-2017,53
12-05-2017,52
13-05-2017,51
14-05-2017,50
15-05-2017,49
16-05-2017,49
17-05-2017,48
18-05-2017,48
19-05-2017,47
20-05-2017,46
21-05-2017,46
22-05-2017,45
23-05-2017,45
24-05-2017,44
25-05-2017,43
26-05-2017,43
27-05-2017,42
28-05-2017,42
29-05-2017,41
30-05-2017,41
31-05-2017,40
01-06-2017,39
02-06-2017,38
03-06-2017,36
04-06-2017,35
05-06-2017,34
06-06-2017,33
07-06-2017,32
08-06-2017,31
09-06-2017,30
10-06-2017,27
11-06-2017,23
12-06-2017,21
13-06-2017,21
14-06-2017,20
15-06-2017,20
16-06-2017,20
17-06-2017,20
18-06-2017,20
19-06-2017,20
20-06-2017,20
21-06-2017,20
22-06-2017,20
23-06-2017,20
24-06-2017,20
25-06-2017,20
26-06-2017,20
27-06-2017,20
28-06-2017,20
29-06-2017,20
30-06-2017,19
01-07-2017,19
02-07-2017,19
03-07-2017,19
04-07-2017,19
05-07-2017,19
06-07-2017,18
07-07-2017,18
08-07-2017,18
09-07-2017,18
10-07-2017,18
11-07-2017,18
12-07-2017,19
13-07-2017,21
14-07-2017,21
15-07-2017,21
16-07-2017,21
17-07-2017,21
18-07-2017,21
19-07-2017,21
20-07-2017,21
21-07-2017,21
22-07-2017,21
23-07-2017,21
24-07-2017,21
25-07-2017,20
26-07-2017,20
27-07-2017,20
28-07-2017,20
29-07-2017,20
30-07-2017,20
31-07-2017,20
01-08-2017,20
02-08-2017,19
03-08-2017,19
04-08-2017,19
05-08-2017,19
06-08-2017,19
07-08-2017,19
08-08-2017,19
09-08-2017,18
10-08-2017,18
11-08-2017,18
12-08-2017,18
13-08-2017,18
14-08-2017,18
15-08-2017,19
16-08-2017,19
17-08-2017,19
18-08-2017,20
19-08-2017,21
20-08-2017,21
21-08-2017,21
22-08-2017,22
23-08-2017,22
24-08-2017,23
25-08-2017,23
26-08-2017,23
27-08-2017,23
28-08-2017,24
29-08-2017,24
30-08-2017,24
31-08-2017,27
01-09-2017,27
02-09-2017,27
03-09-2017,27
04-09-2017,27
05-09-2017,28
06-09-2017,27
07-09-2017,28
08-09-2017,28
09-09-2017,28
10-09-2017,28
11-09-2017,28
12-09-2017,28
13-09-2017,28
14-09-2017,28
15-09-2017,28
16-09-2017,28
17-09-2017,28
18-09-2017,28
19-09-2017,28
20-09-2017,28
21-09-2017,28
22-09-2017,28
23-09-2017,28
24-09-2017,28
25-09-2017,28
26-09-2017,28
27-09-2017,28
28-09-2017,27
29-09-2017,27
30-09-2017,27
01-10-2017,42
02-10-2017,62
03-10-2017,67
04-10-2017,68
05-10-2017,77
06-10-2017,92
07-10-2017,120
08-10-2017,131
09-10-2017,134
10-10-2017,137
11-10-2017,140
12-10-2017,150
13-10-2017,192
14-10-2017,225
15-10-2017,237
16-10-2017,246
17-10-2017,270
18-10-2017,288
19-10-2017,295
20-10-2017,298
21-10-2017,299
22-10-2017,299
23-10-2017,302
24-10-2017,302
25-10-2017,302
26-10-2017,301
27-10-2017,301
28-10-2017,301
29-10-2017,300
30-10-2017,300
31-10-2017,312
01-11-2017,332
02-11-2017,349
03-11-2017,368
04-11-2017,400
05-11-2017,468
06-11-2017,559
07-11-2017,656
08-11-2017,756
09-11-2017,818
10-11-2017,853
11-11-2017,881
12-11-2017,895
13-11-2017,909
14-11-2017,924
15-11-2017,945
16-11-2017,963
17-11-2017,979
18-11-2017,987
19-11-2017,992
20-11-2017,997
21-11-2017,999
22-11-2017,999
23-11-2017,999
24-11-2017,999
25-11-2017,997
26-11-2017,995
27-11-2017,993
28-11-2017,990
29-11-2017,987
30-11-2017,984
01-12-2017,1004
02-12-2017,1026
03-12-2017,1048
04-12-2017,1059
05-12-2017,1067
06-12-2017,1071
07-12-2017,1071
08-12-2017,1071
09-12-2017,1069
10-12-2017,1068
11-12-2017,1067
12-12-2017,1064
13-12-2017,1061
14-12-2017,1058
15-12-2017,1055
16-12-2017,1053
17-12-2017,1050
18-12-2017,1047
19-12-2017,1045
20-12-2017,1042
21-12-2017,1040
22-12-2017,1037
23-12-2017,1035
24-12-2017,1032
25-12-2017,1030
26-12-2017,1027
27-12-2017,1025
28-12-2017,1022
29-12-2017,1019
30-12-2017,1017
31-12-2017,1014
01-01-2018,1012
02-01-2018,1012
03-01-2018,1012
04-01-2018,1014
05-01-2018,1018
06-01-2018,1024
07-01-2018,1032
08-01-2018,1042
09-01-2018,1055
10-01-2018,1070
11-01-2018,1084
12-01-2018,1096
13-01-2018,1108
14-01-2018,1124
15-01-2018,1140
16-01-2018,1152
17-01-2018,1161
18-01-2018,1172
19-01-2018,1180
20-01-2018,1191
21-01-2018,1204
22-01-2018,1215
23-01-2018,1229
24-01-2018,1237
25-01-2018,1255
26-01-2018,1273
27-01-2018,1292
28-01-2018,1310
29-01-2018,1329
30-01-2018,1348
31-01-2018,1367
01-02-2018,1387
02-02-2018,1406
03-02-2018,1426
04-02-2018,1446
05-02-2018,1467
06-02-2018,1487
07-02-2018,1518
08-02-2018,1540
09-02-2018,1561
10-02-2018,1582
11-02-2018,1604
12-02-2018,1626
13-02-2018,1637
14-02-2018,1648
15-02-2018,1671
16-02-2018,1693
17-02-2018,1712
18-02-2018,1739
19-02-2018,1763
20-02-2018,1791
21-02-2018,1821
22-02-2018,1850
23-02-2018,1874
24-02-2018,1899
25-02-2018,1924
26-02-2018,1950
27-02-2018,1968
28-02-2018,1993
01-03-2018,2011
02-03-2018,2021
03-03-2018,2031
04-03-2018,2041
05-03-2018,2051
06-03-2018,2057
07-03-2018,2059
08-03-2018,2059
09-03-2018,2057
10-03-2018,2054
11-03-2018,2039
12-03-2018,2018
13-03-2018,1997
14-03-2018,1980
15-03-2018,1965
16-03-2018,1943
17-03-2018,1921
18-03-2018,1899
19-03-2018,1882
20-03-2018,1869
21-03-2018,1857
22-03-2018,1845
23-03-2018,1833
24-03-2018,1820
25-03-2018,1809
26-03-2018,1790
27-03-2018,1774
28-03-2018,1739
29-03-2018,1705
30-03-2018,1675
31-03-2018,1644
01-04-2018,1611
02-04-2018,1580
03-04-2018,1549
04-04-2018,1518
05-04-2018,1487
06-04-2018,1446
07-04-2018,1406
08-04-2018,1365
09-04-2018,1325
10-04-2018,1284
11-04-2018,1244
12-04-2018,1204
13-04-2018,1163
14-04-2018,1126
15-04-2018,1090
16-04-2018,1055
17-04-2018,1018
18-04-2018,983
19-04-2018,948
20-04-2018,900
21-04-2018,852
22-04-2018,804
23-04-2018,756
24-04-2018,708
25-04-2018,662
26-04-2018,616
27-04-2018,570
28-04-2018,524
29-04-2018,478
30-04-2018,432
01-05-2018,396
02-05-2018,362
03-05-2018,329
04-05-2018,297
05-05-2018,279
06-05-2018,260
07-05-2018,242
08-05-2018,227
09-05-2018,212
10-05-2018,200
11-05-2018,200
12-05-2018,198
13-05-2018,198
14-05-2018,197
15-05-2018,196
16-05-2018,195
17-05-2018,194
18-05-2018,193
19-05-2018,192
20-05-2018,191
21-05-2018,190
22-05-2018,189
23-05-2018,188
24-05-2018,188
25-05-2018,187
26-05-2018,187
27-05-2018,187
28-05-2018,186
29-05-2018,186
30-05-2018,185
31-05-2018,185
01-06-2018,184
02-06-2018,184
03-06-2018,184
04-06-2018,183
05-06-2018,183
06-06-2018,182
07-06-2018,182
08-06-2018,181
09-06-2018,181
10-06-2018,181
11-06-2018,180
12-06-2018,180
13-06-2018,179
14-06-2018,179
15-06-2018,178
16-06-2018,178
17-06-2018,178
18-06-2018,177
19-06-2018,177
20-06-2018,176
21-06-2018,172
22-06-2018,168
23-06-2018,164
24-06-2018,160
25-06-2018,156
26-06-2018,152
27-06-2018,148
28-06-2018,144
29-06-2018,140
30-06-2018,136
01-07-2018,132
02-07-2018,128
03-07-2018,134
04-07-2018,134
05-07-2018,131
06-07-2018,128
07-07-2018,124
08-07-2018,120
09-07-2018,116
10-07-2018,112
11-07-2018,109
12-07-2018,107
13-07-2018,104
14-07-2018,102
15-07-2018,99
16-07-2018,96
17-07-2018,92
18-07-2018,88
19-07-2018,84
20-07-2018,80
21-07-2018,76
22-07-2018,73
23-07-2018,70
24-07-2018,67
25-07-2018,64
26-07-2018,62
27-07-2018,60
28-07-2018,58
29-07-2018,56
30-07-2018,54
31-07-2018,52
01-08-2018,50
02-08-2018,48
03-08-2018,46
04-08-2018,45
05-08-2018,45
06-08-2018,44
07-08-2018,42
08-08-2018,41
09-08-2018,39
10-08-2018,38
11-08-2018,37
12-08-2018,35
13-08-2018,33
14-08-2018,31
15-08-2018,31
16-08-2018,28
17-08-2018,25
18-08-2018,22
19-08-2018,19
20-08-2018,16
21-08-2018,15
22-08-2018,15
23-08-2018,14
24-08-2018,14
25-08-2018,13
26-08-2018,13
27-08-2018,13
28-08-2018,13
29-08-2018,13
30-08-2018,13
31-08-2018,13
01-09-2018,13
02-09-2018,13
03-09-2018,13
04-09-2018,13
05-09-2018,13
06-09-2018,13
07-09-2018,13
08-09-2018,13
09-09-2018,13
10-09-2018,13
11-09-2018,13
12-09-2018,13
13-09-2018,13
14-09-2018,13
15-09-2018,13
16-09-2018,13
17-09-2018,13
18-09-2018,13
19-09-2018,13
20-09-2018,13
21-09-2018,13
22-09-2018,13
23-09-2018,13
24-09-2018,13
25-09-2018,13
26-09-2018,13
27-09-2018,13
28-09-2018,13
29-09-2018,19
30-09-2018,48
01-10-2018,93
02-10-2018,146
03-10-2018,198
04-10-2018,249
05-10-2018,317
06-10-2018,375
07-10-2018,405
08-10-2018,435
09-10-2018,467
10-10-2018,499
11-10-2018,530
12-10-2018,561
13-10-2018,582
14-10-2018,607
15-10-2018,637
16-10-2018,667
17-10-2018,689
18-10-2018,706
19-10-2018,720
20-10-2018,732
21-10-2018,742
22-10-2018,753
23-10-2018,766
24-10-2018,779
25-10-2018,791
26-10-2018,799
27-10-2018,805
28-10-2018,807
29-10-2018,782
30-10-2018,750
31-10-2018,715
01-11-2018,695
02-11-2018,682
03-11-2018,669
04-11-2018,656
05-11-2018,643
06-11-2018,630
07-11-2018,617
08-11-2018,604
09-11-2018,591
10-11-2018,578
11-11-2018,559
12-11-2018,540
13-11-2018,522
14-11-2018,503
15-11-2018,485
16-11-2018,468
17-11-2018,451
18-11-2018,433
19-11-2018,411
20-11-2018,379
21-11-2018,357
22-11-2018,363
23-11-2018,373
24-11-2018,384
25-11-2018,389
26-11-2018,391
27-11-2018,391
28-11-2018,389
29-11-2018,387
30-11-2018,384
01-12-2018,381
02-12-2018,379
03-12-2018,376
04-12-2018,375
05-12-2018,384
06-12-2018,386
07-12-2018,385
08-12-2018,385
09-12-2018,383
10-12-2018,380
11-12-2018,377
12-12-2018,374
13-12-2018,371
14-12-2018,368
15-12-2018,365
16-12-2018,361
17-12-2018,357
18-12-2018,353
19-12-2018,349
20-12-2018,345
21-12-2018,341
22-12-2018,337
23-12-2018,333
24-12-2018,329
25-12-2018,325
26-12-2018,322
27-12-2018,318
28-12-2018,314
29-12-2018,310
30-12-2018,306
31-12-2018,302
01-01-2019,298
02-01-2019,294
03-01-2019,291
04-01-2019,287
05-01-2019,283
06-01-2019,279
07-01-2019,275
08-01-2019,271
09-01-2019,268
10-01-2019,265
11-01-2019,262
12-01-2019,259
13-01-2019,256
14-01-2019,254
15-01-2019,252
16-01-2019,248
17-01-2019,244
18-01-2019,240
19-01-2019,236
20-01-2019,233
21-01-2019,229
22-01-2019,225
23-01-2019,221
24-01-2019,217
25-01-2019,213
26-01-2019,210
27-01-2019,206
28-01-2019,204
29-01-2019,200
30-01-2019,196
31-01-2019,193
01-02-2019,190
02-02-2019,186
03-02-2019,182
04-02-2019,178
05-02-2019,175
06-02-2019,172
07-02-2019,169
08-02-2019,166
09-02-2019,163
10-02-2019,160
11-02-2019,157
12-02-2019,157
13-02-2019,158
14-02-2019,164
15-02-2019,179
16-02-2019,209
17-02-2019,239
18-02-2019,269
19-02-2019,301
20-02-2019,334
21-02-2019,363
22-02-2019,388
23-02-2019,412
24-02-2019,430
25-02-2019,447
26-02-2019,459
27-02-2019,467
28-02-2019,474
01-03-2019,477
02-03-2019,478
03-03-2019,475
04-03-2019,472
05-03-2019,469
06-03-2019,466
07-03-2019,462
08-03-2019,458
09-03-2019,453
